Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit ,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,04-04-2020,West,Colorado,Denver,Women's Street Footwear,65,375,24375,8531.25,In-store
West Gear,1128299,05-04-2020,West,Colorado,Denver,Women's Athletic Footwear,60,275,16500,4950,In-store
West Gear,1128299,06-04-2020,West,Colorado,Denver,Men's Apparel,65,175,11375,5687.5,In-store
West Gear,1128299,07-04-2020,West,Colorado,Denver,Women's Apparel,80,325,26000,3900,In-store
West Gear,1128299,08-04-2020,West,Colorado,Denver,Men's Street Footwear,60,525,31500,15750,In-store
West Gear,1128299,09-04-2020,West,Colorado,Denver,Men's Athletic Footwear,65,375,24375,8531.25,In-store
West Gear,1128299,10-04-2020,West,Colorado,Denver,Women's Street Footwear,65,375,24375,12187.5,In-store
West Gear,1128299,11-04-2020,West,Colorado,Denver,Women's Athletic Footwear,60,275,16500,7425,In-store
West Gear,1128299,12-04-2020,West,Colorado,Denver,Men's Apparel,65,175,11375,7393.75,In-store
West Gear,1128299,13-04-2020,West,Colorado,Denver,Women's Apparel,80,475,38000,11400,In-store
West Gear,1128299,14-04-2020,West,Colorado,Denver,Men's Street Footwear,60,725,43500,21750,In-store
West Gear,1128299,15-04-2020,West,Colorado,Denver,Men's Athletic Footwear,65,575,37375,13081.25,In-store
West Gear,1128299,16-04-2020,West,Colorado,Denver,Women's Street Footwear,65,575,37375,18687.5,In-store
West Gear,1128299,17-04-2020,West,Colorado,Denver,Women's Athletic Footwear,65,450,29250,13162.5,In-store
West Gear,1128299,18-04-2020,West,Colorado,Denver,Men's Apparel,70,325,22750,14787.5,In-store
West Gear,1128299,19-04-2020,West,Colorado,Denver,Women's Apparel,85,625,53125,15937.5,In-store
West Gear,1128299,20-04-2020,West,Colorado,Denver,Men's Street Footwear,65,775,50375,22668.75,In-store
West Gear,1128299,21-04-2020,West,Colorado,Denver,Men's Athletic Footwear,70,625,43750,13125,In-store
West Gear,1128299,22-04-2020,West,Colorado,Denver,Women's Street Footwear,70,575,40250,18112.5,In-store
West Gear,1128299,23-04-2020,West,Colorado,Denver,Women's Athletic Footwear,65,475,30875,12350,In-store
West Gear,1128299,24-04-2020,West,Colorado,Denver,Men's Apparel,70,525,36750,22050,In-store
West Gear,1128299,25-04-2020,West,Colorado,Denver,Women's Apparel,85,525,44625,11156.25,In-store
West Gear,1128299,26-04-2020,West,Colorado,Denver,Men's Street Footwear,70,725,50750,22837.5,In-store
West Gear,1128299,27-04-2020,West,Colorado,Denver,Men's Athletic Footwear,75,675,50625,15187.5,In-store
West Gear,1128299,28-04-2020,West,Colorado,Denver,Women's Street Footwear,70,550,38500,17325,In-store
West Gear,1128299,29-04-2020,West,Colorado,Denver,Women's Athletic Footwear,70,500,35000,14000,In-store
West Gear,1128299,30-04-2020,West,Colorado,Denver,Men's Apparel,75,500,37500,22500,In-store
West Gear,1128299,01-05-2020,West,Colorado,Denver,Women's Apparel,80,400,32000,8000,In-store
West Gear,1128299,02-05-2020,West,Colorado,Denver,Men's Street Footwear,65,600,39000,15600,In-store
West Gear,1128299,03-05-2020,West,Colorado,Denver,Men's Athletic Footwear,70,600,42000,10500,In-store
West Gear,1128299,04-05-2020,West,Colorado,Denver,Women's Street Footwear,65,450,29250,11700,In-store
West Gear,1128299,05-05-2020,West,Colorado,Denver,Women's Athletic Footwear,65,400,26000,9100,In-store
West Gear,1128299,06-05-2020,West,Colorado,Denver,Men's Apparel,75,400,30000,16500,In-store
West Gear,1128299,07-05-2020,West,Colorado,Denver,Women's Apparel,70,425,29750,5950,In-store
West Gear,1128299,08-05-2020,West,Colorado,Denver,Men's Street Footwear,55,525,28875,11550,In-store
West Gear,1128299,09-05-2020,West,Colorado,Denver,Men's Athletic Footwear,60,525,31500,7875,In-store
West Gear,1128299,10-05-2020,West,Colorado,Denver,Women's Street Footwear,55,350,19250,7700,In-store
West Gear,1128299,11-05-2020,West,Colorado,Denver,Women's Athletic Footwear,55,325,17875,6256.25,In-store
West Gear,1128299,12-05-2020,West,Colorado,Denver,Men's Apparel,65,300,19500,10725,In-store
West Gear,1128299,13-05-2020,West,Colorado,Denver,Women's Apparel,70,350,24500,4900,In-store
West Gear,1128299,14-05-2020,West,Colorado,Denver,Men's Street Footwear,55,575,31625,12650,In-store
West Gear,1128299,15-05-2020,West,Colorado,Denver,Men's Athletic Footwear,60,575,34500,8625,In-store
West Gear,1128299,16-05-2020,West,Colorado,Denver,Women's Street Footwear,55,425,23375,9350,In-store
West Gear,1128299,17-05-2020,West,Colorado,Denver,Women's Athletic Footwear,65,400,26000,9100,In-store
West Gear,1128299,18-05-2020,West,Colorado,Denver,Men's Apparel,75,375,28125,15468.75,In-store
West Gear,1128299,19-05-2020,West,Colorado,Denver,Women's Apparel,80,500,40000,8000,In-store
West Gear,1128299,20-05-2020,West,Colorado,Denver,Men's Street Footwear,65,700,45500,18200,In-store
West Gear,1128299,21-05-2020,West,Colorado,Denver,Men's Athletic Footwear,70,700,49000,12250,In-store
West Gear,1128299,22-05-2020,West,Colorado,Denver,Women's Street Footwear,65,500,32500,13000,In-store
West Gear,1128299,23-05-2020,West,Colorado,Denver,Women's Athletic Footwear,65,500,32500,11375,In-store
West Gear,1128299,24-05-2020,West,Colorado,Denver,Men's Apparel,75,425,31875,17531.25,In-store
West Gear,1128299,25-05-2020,West,Colorado,Denver,Women's Apparel,80,525,42000,8400,In-store
West Gear,1128299,26-05-2020,West,Colorado,Denver,Men's Street Footwear,40,450,18000,5400,In-store
West Gear,1128299,27-05-2020,West,Colorado,Denver,Men's Athletic Footwear,50,450,22500,5625,In-store
West Gear,1128299,28-05-2020,West,Colorado,Denver,Women's Street Footwear,50,450,22500,5625,In-store
West Gear,1128299,29-05-2020,West,Colorado,Denver,Women's Athletic Footwear,50,300,15000,4500,In-store
West Gear,1128299,30-05-2020,West,Washington,Seattle,Men's Apparel,55,250,13750,3437.5,In-store
West Gear,1128299,31-05-2020,West,Washington,Seattle,Women's Apparel,50,500,25000,5000,In-store
West Gear,1128299,01-06-2020,West,Washington,Seattle,Men's Street Footwear,40,550,22000,6600,In-store
West Gear,1128299,02-06-2020,West,Washington,Seattle,Men's Athletic Footwear,50,450,22500,5625,In-store
West Gear,1128299,03-06-2020,West,Washington,Seattle,Women's Street Footwear,50,450,22500,5625,In-store
West Gear,1128299,04-06-2020,West,Washington,Seattle,Women's Athletic Footwear,50,300,15000,4500,In-store
West Gear,1128299,05-06-2020,West,Washington,Seattle,Men's Apparel,55,225,12375,3093.75,In-store
West Gear,1128299,06-06-2020,West,Washington,Seattle,Women's Apparel,50,425,21250,4250,In-store
West Gear,1128299,07-06-2020,West,Washington,Seattle,Men's Street Footwear,50,575,28750,8625,In-store
West Gear,1128299,08-06-2020,West,Washington,Seattle,Men's Athletic Footwear,60,425,25500,6375,In-store
West Gear,1128299,09-06-2020,West,Washington,Seattle,Women's Street Footwear,65,425,27625,6906.25,In-store
West Gear,1128299,10-06-2020,West,Washington,Seattle,Women's Athletic Footwear,65,325,21125,6337.5,In-store
West Gear,1128299,11-06-2020,West,Washington,Seattle,Men's Apparel,70,175,12250,3062.5,In-store
West Gear,1128299,12-06-2020,West,Washington,Seattle,Women's Apparel,65,375,24375,4875,In-store
West Gear,1128299,13-06-2020,West,Washington,Seattle,Men's Street Footwear,70,550,38500,11550,In-store
West Gear,1128299,14-06-2020,West,Washington,Seattle,Men's Athletic Footwear,75,350,26250,6562.5,In-store
West Gear,1128299,15-06-2020,West,Washington,Seattle,Women's Street Footwear,75,400,30000,7500,In-store
West Gear,1128299,16-06-2020,West,Washington,Seattle,Women's Athletic Footwear,60,300,18000,5400,In-store
West Gear,1128299,17-06-2020,West,Washington,Seattle,Men's Apparel,65,200,13000,3250,In-store
West Gear,1128299,18-06-2020,West,Washington,Seattle,Women's Apparel,80,350,28000,5600,In-store
West Gear,1128299,19-06-2020,West,Washington,Seattle,Men's Street Footwear,60,550,33000,9900,In-store
West Gear,1128299,20-06-2020,West,Washington,Seattle,Men's Athletic Footwear,65,400,26000,6500,In-store
West Gear,1128299,21-06-2020,West,Washington,Seattle,Women's Street Footwear,65,400,26000,6500,In-store
West Gear,1128299,22-06-2020,West,Washington,Seattle,Women's Athletic Footwear,60,300,18000,5400,In-store
West Gear,1128299,23-06-2020,West,Washington,Seattle,Men's Apparel,65,200,13000,3250,In-store
West Gear,1128299,24-06-2020,West,Washington,Seattle,Women's Apparel,80,500,40000,8000,In-store
West Gear,1128299,25-06-2020,West,Washington,Seattle,Men's Street Footwear,75,750,56250,16875,In-store
West Gear,1128299,26-06-2020,West,Washington,Seattle,Men's Athletic Footwear,80,625,50000,12500,In-store
West Gear,1128299,27-06-2020,West,Washington,Seattle,Women's Street Footwear,80,625,50000,12500,In-store
West Gear,1128299,28-06-2020,West,Washington,Seattle,Women's Athletic Footwear,80,500,40000,12000,In-store
West Gear,1128299,29-06-2020,West,Washington,Seattle,Men's Apparel,85,375,31875,7968.75,In-store
West Gear,1128299,30-06-2020,West,Washington,Seattle,Women's Apparel,100,675,67500,13500,In-store
West Gear,1128299,01-07-2020,West,Washington,Seattle,Men's Street Footwear,80,825,66000,19800,In-store
West Gear,1128299,02-07-2020,West,Washington,Seattle,Men's Athletic Footwear,85,675,57375,14343.75,In-store
West Gear,1128299,03-07-2020,West,Washington,Seattle,Women's Street Footwear,85,625,53125,13281.25,In-store
West Gear,1128299,04-07-2020,West,Washington,Seattle,Women's Athletic Footwear,80,525,42000,12600,In-store
West Gear,1128299,05-07-2020,West,Washington,Seattle,Men's Apparel,85,575,48875,12218.75,In-store
West Gear,1128299,06-07-2020,West,Washington,Seattle,Women's Apparel,100,575,57500,11500,In-store
West Gear,1128299,07-07-2020,West,Washington,Seattle,Men's Street Footwear,85,775,65875,19762.5,In-store
West Gear,1128299,08-07-2020,West,Washington,Seattle,Men's Athletic Footwear,80,750,60000,15000,In-store
West Gear,1128299,09-07-2020,West,Washington,Seattle,Women's Street Footwear,75,625,46875,11718.75,In-store
West Gear,1128299,10-07-2020,West,Washington,Seattle,Women's Athletic Footwear,75,575,43125,12937.5,In-store
West Gear,1128299,11-07-2020,West,Washington,Seattle,Men's Apparel,75,575,43125,10781.25,In-store
West Gear,1128299,12-07-2020,West,Washington,Seattle,Women's Apparel,80,400,32000,6400,In-store
West Gear,1128299,13-07-2020,West,Washington,Seattle,Men's Street Footwear,70,600,42000,12600,In-store
West Gear,1128299,14-07-2020,West,Washington,Seattle,Men's Athletic Footwear,75,600,45000,11250,In-store
West Gear,1128299,15-07-2020,West,Washington,Seattle,Women's Street Footwear,70,450,31500,7875,In-store
West Gear,1128299,16-07-2020,West,Washington,Seattle,Women's Athletic Footwear,70,400,28000,8400,In-store
West Gear,1128299,17-07-2020,West,Washington,Seattle,Men's Apparel,80,425,34000,8500,In-store
West Gear,1128299,18-07-2020,West,Washington,Seattle,Women's Apparel,65,450,29250,5850,In-store
West Gear,1128299,19-07-2020,West,Washington,Seattle,Men's Street Footwear,60,550,33000,9900,In-store
West Gear,1128299,20-07-2020,West,Washington,Seattle,Men's Athletic Footwear,65,550,35750,8937.5,In-store
West Gear,1128299,21-07-2020,West,Washington,Seattle,Women's Street Footwear,60,375,22500,5625,In-store
West Gear,1128299,22-07-2020,West,Washington,Seattle,Women's Athletic Footwear,60,350,21000,6300,In-store
West Gear,1128299,23-07-2020,West,Washington,Seattle,Men's Apparel,70,325,22750,5687.5,In-store
West Gear,1128299,24-07-2020,West,Washington,Seattle,Women's Apparel,75,375,28125,5625,In-store
West Gear,1128299,25-07-2020,West,Washington,Seattle,Men's Street Footwear,60,600,36000,10800,In-store
West Gear,1128299,26-07-2020,West,Washington,Seattle,Men's Athletic Footwear,65,625,40625,10156.25,In-store
West Gear,1128299,27-07-2020,West,Washington,Seattle,Women's Street Footwear,60,475,28500,7125,In-store
West Gear,1128299,28-07-2020,West,Washington,Seattle,Women's Athletic Footwear,70,450,31500,9450,In-store
West Gear,1128299,29-07-2020,West,Washington,Seattle,Men's Apparel,90,425,38250,9562.5,In-store
West Gear,1128299,30-07-2020,West,Washington,Seattle,Women's Apparel,95,550,52250,10450,In-store
West Gear,1128299,31-07-2020,West,Washington,Seattle,Men's Street Footwear,80,750,60000,18000,In-store
West Gear,1128299,01-08-2020,West,Washington,Seattle,Men's Athletic Footwear,85,750,63750,15937.5,In-store
West Gear,1128299,02-08-2020,West,Washington,Seattle,Women's Street Footwear,80,550,44000,11000,In-store
West Gear,1128299,03-08-2020,West,Washington,Seattle,Women's Athletic Footwear,80,550,44000,13200,In-store
West Gear,1128299,04-08-2020,West,Washington,Seattle,Men's Apparel,90,475,42750,10687.5,In-store
West Gear,1128299,05-08-2020,West,Washington,Seattle,Women's Apparel,95,575,54625,10925,In-store
Foot Locker,1185732,06-08-2020,West,Washington,Seattle,Men's Street Footwear,45,1050,47250,21262.5,In-store
Foot Locker,1185732,07-08-2020,West,Washington,Seattle,Men's Athletic Footwear,45,850,38250,13387.5,In-store
Foot Locker,1185732,08-08-2020,West,Washington,Seattle,Women's Street Footwear,35,850,29750,7437.5,In-store
Foot Locker,1185732,09-08-2020,West,Washington,Seattle,Women's Athletic Footwear,40,700,28000,8400,In-store
Foot Locker,1185732,10-08-2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14437.5,In-store
Foot Locker,1185732,11-08-2020,Southeast,Florida,Miami,Women's Apparel,45,850,38250,19125,In-store
Foot Locker,1185732,12-08-2020,Southeast,Florida,Miami,Men's Street Footwear,45,1100,49500,22275,In-store
Foot Locker,1185732,13-08-2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11812.5,In-store
Foot Locker,1185732,14-08-2020,Southeast,Florida,Miami,Women's Street Footwear,35,800,28000,7000,In-store
West Gear,1185732,15-08-2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,675,27000,8100,In-store
Foot Locker,1185732,16-08-2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14437.5,In-store
Foot Locker,1185732,17-08-2020,Southeast,Florida,Miami,Women's Apparel,45,850,38250,19125,In-store
Foot Locker,1185732,18-08-2020,Southeast,Florida,Miami,Men's Street Footwear,45,1070,48150,21667.5,In-store
Foot Locker,1185732,19-08-2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11812.5,In-store
Foot Locker,1185732,20-08-2020,Southeast,Florida,Miami,Women's Street Footwear,35,775,27125,6781.25,In-store
Foot Locker,1185732,21-08-2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,625,25000,7500,In-store
Foot Locker,1185732,22-08-2020,Southeast,Florida,Miami,Men's Apparel,55,675,37125,12993.75,In-store
Foot Locker,1185732,23-08-2020,Southeast,Florida,Miami,Women's Apparel,45,775,34875,17437.5,In-store
Foot Locker,1185732,24-04-2020,Southeast,Florida,Miami,Men's Street Footwear,45,1025,46125,20756.25,In-store
Foot Locker,1185732,24-04-2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,32625,11418.75,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Street Footwear,35,725,25375,6343.75,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,650,26000,7800,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Apparel,55,675,37125,12993.75,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Apparel,45,800,36000,18000,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Street Footwear,55,1070,58850,26482.5,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,42625,14918.75,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Street Footwear,50,750,37500,9375,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,35000,10500,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Apparel,60,725,43500,15225,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Apparel,65,825,53625,26812.5,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Street Footwear,60,1075,64500,29025,In-store
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,825,45375,15881.25,In-store
West Gear,1185732,07-09-2020,Southeast,Florida,Miami,Women's Street Footwear,50,800,40000,10000,In-store
West Gear,1185732,08-09-2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,38750,11625,In-store
West Gear,1185732,09-09-2020,Southeast,Florida,Miami,Men's Apparel,65,775,50375,17631.25,In-store
West Gear,1185732,10-09-2020,Southeast,Florida,Miami,Women's Apparel,70,925,64750,32375,In-store
West Gear,1185732,11-09-2020,Southeast,Florida,Miami,Men's Street Footwear,65,1150,74750,33637.5,In-store
West Gear,1185732,12-09-2020,Southeast,Florida,Miami,Men's Athletic Footwear,60,900,54000,18900,In-store
West Gear,1185732,13-09-2020,Southeast,Florida,Miami,Women's Street Footwear,55,825,45375,11343.75,In-store
West Gear,1185732,14-09-2020,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,42625,12787.5,In-store
West Gear,1185732,15-09-2020,Southeast,Florida,Miami,Men's Apparel,65,800,52000,18200,In-store
West Gear,1185732,16-09-2020,Southeast,Florida,Miami,Women's Apparel,70,975,68250,34125,In-store
West Gear,1185732,17-09-2020,Southeast,Florida,Miami,Men's Street Footwear,65,1125,73125,32906.25,In-store
West Gear,1185732,18-09-2020,Southeast,Florida,Miami,Men's Athletic Footwear,60,900,54000,18900,In-store
West Gear,1185732,19-09-2020,Southeast,Florida,Miami,Women's Street Footwear,55,825,45375,11343.75,In-store
Foot Locker,1185732,20-09-2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,775,34875,10462.5,In-store
Foot Locker,1185732,21-09-2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14437.5,In-store
Foot Locker,1185732,22-09-2020,Southeast,Florida,Miami,Women's Apparel,60,925,55500,27750,In-store
Foot Locker,1185732,23-09-2020,Southeast,Florida,Miami,Men's Street Footwear,55,1050,57750,25987.5,In-store
Foot Locker,1185732,24-09-2020,Southeast,Florida,Miami,Men's Athletic Footwear,50,850,42500,14875,In-store
Sports Direct,1185732,25-09-2020,Southeast,Florida,Miami,Women's Street Footwear,45,750,33750,8437.5,In-store
Sports Direct,1185732,26-09-2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,725,32625,9787.5,In-store
Sports Direct,1185732,27-09-2020,Southeast,Florida,Miami,Men's Apparel,55,725,39875,13956.25,In-store
Sports Direct,1185732,28-09-2020,Southeast,Florida,Miami,Women's Apparel,60,825,49500,24750,In-store
Sports Direct,1185732,29-09-2020,Southeast,Florida,Miami,Men's Street Footwear,60,1000,60000,27000,In-store
Sports Direct,1185732,30-09-2020,Southeast,Florida,Miami,Men's Athletic Footwear,50,825,41250,14437.5,In-store
Sports Direct,1185732,01-10-2020,Southeast,Florida,Miami,Women's Street Footwear,50,725,36250,9062.5,In-store
Sports Direct,1185732,02-10-2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,35000,10500,In-store
Sports Direct,1185732,03-10-2020,Southeast,Florida,Miami,Men's Apparel,60,700,42000,14700,In-store
Sports Direct,1185732,04-10-2020,Southeast,Florida,Miami,Women's Apparel,65,825,53625,26812.5,In-store
Sports Direct,1185732,05-10-2020,Southeast,Florida,Miami,Men's Street Footwear,60,975,58500,26325,In-store
Sports Direct,1185732,06-10-2020,Southeast,Florida,Miami,Men's Athletic Footwear,50,800,40000,14000,In-store
Sports Direct,1185732,07-10-2020,Southeast,Florida,Miami,Women's Street Footwear,50,745,37250,9312.5,In-store
Sports Direct,1185732,08-10-2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,38750,11625,In-store
Sports Direct,1185732,09-10-2020,Southeast,Florida,Miami,Men's Apparel,65,750,48750,17062.5,In-store
Sports Direct,1185732,10-10-2020,Southeast,Florida,Miami,Women's Apparel,70,850,59500,29750,In-store
Sports Direct,1185732,24-05-2020,Southeast,Florida,Miami,Men's Street Footwear,65,1075,69875,31443.75,In-store
Sports Direct,1185732,24-05-2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,875,48125,16843.75,In-store
Sports Direct,1185732,24-05-2020,Southeast,Florida,Miami,Women's Street Footwear,55,825,45375,11343.75,In-store
Sports Direct,1185732,24-05-2020,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,42625,12787.5,In-store
Foot Locker,1185732,24-05-2020,Southeast,Florida,Miami,Men's Apparel,65,775,50375,17631.25,In-store
Foot Locker,1185732,24-05-2020,Southeast,Florida,Miami,Women's Apparel,70,875,61250,30625,In-store
Foot Locker,1185732,17-10-2020,Southeast,Florida,Miami,Men's Street Footwear,35,450,15750,5512.5,In-store
Foot Locker,1185732,18-10-2020,Southeast,Florida,Miami,Men's Athletic Footwear,35,250,8750,2625,In-store
Foot Locker,1185732,19-10-2020,Southeast,Florida,Miami,Women's Street Footwear,25,250,6250,1875,In-store
Foot Locker,1185732,20-10-2020,Southeast,Florida,Miami,Women's Athletic Footwear,30,100,3000,1050,In-store
Foot Locker,1185732,21-10-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,In-store
Foot Locker,1185732,22-10-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,250,8750,3937.5,In-store
Foot Locker,1185732,23-10-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,17500,6125,In-store
Foot Locker,1185732,24-10-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,150,5250,1575,In-store
Foot Locker,1185732,25-10-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,200,5000,1500,In-store
Foot Locker,1185732,26-10-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,75,2250,787.5,In-store
Foot Locker,1185732,27-10-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,In-store
Foot Locker,1185732,28-10-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,225,7875,3543.75,In-store
Foot Locker,1185732,29-10-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,445,17800,6230,In-store
Foot Locker,1185732,30-10-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,125,5000,1500,In-store
Foot Locker,1185732,31-10-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,1575,In-store
Foot Locker,1185732,01-11-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,306.25,In-store
Foot Locker,1185732,02-11-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,75,3750,1125,In-store
Foot Locker,1185732,03-11-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store
Foot Locker,1185732,04-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,400,16000,5600,In-store
Foot Locker,1185732,05-11-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,100,4000,1200,In-store
Foot Locker,1185732,06-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,100,3000,900,In-store
Foot Locker,1185732,07-11-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,306.25,In-store
Foot Locker,1185732,08-11-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,50,2500,750,In-store
Foot Locker,1185732,09-11-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store
Foot Locker,1185732,10-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,22250,7787.5,In-store
Foot Locker,1185732,11-11-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,150,6750,2025,In-store
Foot Locker,1185732,12-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,125,5000,1500,In-store
Foot Locker,1185732,13-11-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,50,2000,700,In-store
Foot Locker,1185732,14-11-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,55,75,4125,1237.5,In-store
Foot Locker,1185732,15-11-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60,175,10500,4725,In-store
Foot Locker,1185732,16-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,425,19125,6693.75,Outlet
Foot Locker,1185732,17-11-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,7000,2100,Outlet
Foot Locker,1185732,18-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,6125,1837.5,Outlet
Foot Locker,1185732,19-11-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,150,5250,1837.5,Outlet
Foot Locker,1185732,20-11-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,150,7500,2250,Outlet
Foot Locker,1185732,21-11-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,55,325,17875,8043.75,Outlet
Foot Locker,1185732,22-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,550,27500,9625,Outlet
Foot Locker,1185732,23-11-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,13500,4050,Outlet
Foot Locker,1185732,24-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
Foot Locker,1185732,25-11-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,7000,2450,Outlet
Foot Locker,1185732,26-11-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,200,10000,3000,Outlet
Foot Locker,1185732,27-11-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,55,375,20625,9281.25,Outlet
Foot Locker,1185732,28-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,525,26250,9187.5,Outlet
Foot Locker,1185732,29-11-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,13500,4050,Outlet
Foot Locker,1185732,30-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
Foot Locker,1185732,01-12-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,2143.75,Outlet
Foot Locker,1185732,02-12-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,Outlet
Foot Locker,1185732,03-12-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,50,325,16250,7312.5,Outlet
Foot Locker,1185732,04-12-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,20250,7087.5,Outlet
Foot Locker,1185732,05-12-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,250,10000,3000,Outlet
Foot Locker,1185732,06-12-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,150,3750,1125,Outlet
Foot Locker,1185732,07-12-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,25,125,3125,1093.75,Outlet
Foot Locker,1185732,08-12-2020,Midwest,Minnesota,Minneapolis,Men's Apparel,35,125,4375,1312.5,Outlet
Foot Locker,1185732,09-12-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,200,8000,3600,Outlet
Foot Locker,1185732,10-12-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,375,16875,5906.25,Outlet
Foot Locker,1185732,11-12-2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,200,7000,2100,Outlet
Foot Locker,1185732,12-12-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,100,3500,1050,Outlet
Foot Locker,1185732,13-12-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,75,2625,918.75,Outlet
